config_id,seed,d,rho,s,alpha,dimension,status,empirical_kappa,exact_kappa_alpha,exact_absolute_error,exact_relative_error,rho_squared_d,approximation_signed_error,approximation_absolute_error
cfg_53e0b47fe28e769e,202608084,10,-0.4,0.5,0.25,4,success,0.020964988025267927,0.01755926251097457,0.0034057255142933562,0.19395606803900628,,,
cfg_549fe335999601ac,202608080,10,0.0,0.5,0.75,4,success,0.975290904023969,0.9836065573770492,0.008315653353080155,0.00845424757563149,,,
cfg_549fe335999601ac,202608081,10,0.0,0.5,0.75,4,success,0.9809803313822127,0.9836065573770492,0.0026262259948364175,0.0026699964280836913,,,
cfg_549fe335999601ac,202608082,10,0.0,0.5,0.75,4,success,0.9842057913808908,0.9836065573770492,0.0005992340038416533,0.0006092212372390142,,,
cfg_549fe335999601ac,202608083,10,0.0,0.5,0.75,4,success,0.9800951526981517,0.9836065573770492,0.003511404678897434,0.0035699280902123914,,,
cfg_549fe335999601ac,202608084,10,0.0,0.5,0.75,4,success,0.9856384582380399,0.9836065573770492,0.0020319008609906986,0.0020657658753405438,,,
cfg_5508efcc5c841073,202608080,10,-0.8,0.1,0.75,4,success,0.5288306609273771,0.5316578057032384,0.0028271447758613233,0.005317602310233706,,,
cfg_5508efcc5c841073,202608081,10,-0.8,0.1,0.75,4,success,0.5298717676105703,0.5316578057032384,0.0017860380926680852,0.003359375285209334,,,
cfg_5508efcc5c841073,202608082,10,-0.8,0.1,0.75,4,success,0.541530344547357,0.5316578057032384,0.00987253884411865,0.018569348062255894,,,
cfg_5508efcc5c841073,202608083,10,-0.8,0.1,0.75,4,success,0.548148256856173,0.5316578057032384,0.01649045115293457,0.031017039486746927,,,
cfg_5508efcc5c841073,202608084,10,-0.8,0.1,0.75,4,success,0.5334848097070325,0.5316578057032384,0.0018270040037940971,0.003436428439863624,,,
cfg_5622e24c7ebb3b9c,202608080,20,-0.4,4.0,1.0,4,success,1.0,1.0,0.0,0.0,,,
cfg_5622e24c7ebb3b9c,202608081,20,-0.4,4.0,1.0,4,success,1.0,1.0,0.0,0.0,,,
cfg_5622e24c7ebb3b9c,202608082,20,-0.4,4.0,1.0,4,success,1.0,1.0,0.0,0.0,,,
